% Spacecraft       : Galileo
% Simulation start : 1989-10-19 02:00
% Simulation end   : 2017-09-06 00:00
% JED = Julian Ephemeris Date
% semi-major axis [au]
% eccentricity [-]
% inclination [degrees]
% argument of perihelion [degrees]
% longitude of ascending node [degrees]
% time of perihelion passage [JED]
% mean motion [degrees/day]
% datetime_jd a e incl w Omega Tp_jd n
%
% Generated via AstroQuery-python interface (JPL HORIZONS database)  
%
155
2447818.583333	0.778888	0.280053	7.421010	184.294081	25.707903	2447698.041587	1.433811
2447819.500000	0.824597	0.208942	4.632657	184.921983	25.574765	2447687.169866	1.316260
2447842.500000	0.832374	0.197801	4.328467	184.720944	25.339617	2447962.104463	1.297856
2447883.500000	0.832638	0.197418	4.317819	184.780695	25.238812	2447962.133509	1.297237
2447932.500000	0.842407	0.209606	4.409859	186.161386	23.661939	2447961.789772	1.274739
2447934.500000	0.994849	0.297933	3.381004	107.179296	76.463983	2447947.934625	0.993272
2447994.500000	0.989104	0.294469	3.382366	106.817773	76.479287	2447947.765756	1.001938
2448024.500000	0.988457	0.294572	3.390234	106.592867	76.579015	2447947.717718	1.002922
2448090.500000	0.988424	0.294602	3.390107	106.577500	76.587775	2447947.716081	1.002973
2448174.500000	0.988402	0.294644	3.389869	106.575288	76.587950	2448306.638511	1.003006
2448209.500000	0.988415	0.294705	3.388801	106.564037	76.593808	2448306.626434	1.002987
2448224.500000	0.988396	0.294819	3.390225	106.574675	76.588146	2448306.616180	1.003016
2448233.500000	0.988810	0.296691	3.413705	106.613572	76.573091	2448306.463272	1.002385
2448235.500000	1.593798	0.432591	4.558985	223.155615	256.647072	2448267.725698	0.489840
2448245.500000	1.588640	0.430541	4.543657	223.125225	256.645026	2448267.732668	0.492228
2448336.500000	1.587560	0.430212	4.540785	223.077868	256.662905	2448267.712786	0.492730
2448440.500000	1.587244	0.430305	4.545805	223.061658	256.655666	2448267.718926	0.492877
2448539.500000	1.587268	0.430288	4.546675	223.059230	256.660419	2448267.717735	0.492866
2448554.500000	1.587281	0.430279	4.545565	223.066750	256.653737	2448267.716396	0.492860
2448849.500000	1.589482	0.429546	4.541826	222.594714	256.949986	2448998.208932	0.491836
2448905.500000	1.589453	0.429540	4.541932	222.599246	256.947335	2448998.210909	0.491850
2448940.500000	1.589592	0.429597	4.542603	222.603317	256.940639	2448998.205970	0.491785
2448955.500000	1.590073	0.429782	4.544475	222.605427	256.933437	2448998.197722	0.491562
2448964.500000	1.601189	0.434146	4.584818	222.633484	256.914805	2448998.131760	0.486452
2448966.500000	3.165510	0.689635	1.525768	186.242242	256.858462	2448969.852910	0.175000
2449265.500000	3.133095	0.686152	1.522041	186.422712	256.727957	2448969.897783	0.177723
2449399.500000	3.142822	0.686060	1.522089	186.585394	256.772637	2448970.070578	0.176899
2449820.500000	3.126154	0.694893	1.615527	186.750673	256.288204	2448975.835169	0.178315
2449908.500000	3.111917	0.702568	1.697827	186.567783	256.365464	2448981.807725	0.179540
2449926.500000	3.102720	0.706995	1.725856	186.278256	256.424265	2448981.443056	0.180339
2449959.500000	3.090066	0.713970	1.803859	186.038781	256.629589	2448987.176836	0.181448
2450039.500000	-0.027217	1.071523	5.116653	89.707887	59.796730	2450059.414367	6.782002
2450046.500000	-0.027191	1.071426	5.114753	89.654763	59.871031	2450059.410517	6.791509
2450052.500000	-0.027179	1.071397	5.116485	89.702162	59.830604	2450059.410005	6.796065
2450058.500000	-0.027154	1.071521	5.120472	89.722964	59.784454	2450059.409834	6.805510
2450060.500000	0.065571	0.971148	5.327293	88.171706	60.769089	2450059.406232	1.813626
2450157.500000	0.067759	0.908663	5.384298	79.828631	68.868318	2450054.573327	1.726497
2450207.500000	0.067544	0.914870	5.376638	80.913279	67.916303	2450262.582224	1.734728
2450247.500000	0.067542	0.917469	5.381518	81.547635	67.509887	2450262.452864	1.734805
2450259.500000	0.067716	0.917624	5.381543	81.546037	67.484485	2450262.452555	1.728131
2450261.500000	0.068484	0.918553	5.384863	81.532709	67.485542	2450262.451961	1.699150
2450262.500000	0.033311	0.841748	4.143743	96.983521	59.458402	2450262.522529	5.008816
2450296.500000	0.033194	0.842724	4.144108	97.216046	59.198196	2450262.546402	5.035277
2450301.500000	0.033202	0.842268	4.168168	99.094085	57.332304	2450334.083096	5.033448
2450323.500000	0.033181	0.843303	4.173390	99.281629	57.180114	2450334.055736	5.038231
2450326.500000	0.033220	0.843555	4.170161	99.213348	57.234550	2450334.050893	5.029471
2450332.500000	0.033237	0.843646	4.172893	99.251583	57.199587	2450334.051817	5.025505
2450333.500000	0.029682	0.828459	2.278461	166.988258	351.653914	2450334.068310	5.955019
2450336.500000	0.029496	0.827188	2.278981	167.129328	351.621144	2450334.068816	6.011394
2450365.500000	0.029515	0.828886	2.289523	167.246627	351.495495	2450394.055554	6.005562
2450384.500000	0.029510	0.829525	2.294342	167.273849	351.489065	2450394.040377	6.007086
2450391.500000	0.029559	0.829812	2.294550	167.251394	351.492028	2450394.039256	5.992177
2450392.500000	0.023052	0.809144	1.970368	200.315319	326.520293	2450394.063772	8.700466
2450398.500000	0.023503	0.812590	1.992962	200.815863	326.274808	2450394.065204	8.451544
2450414.500000	0.023496	0.813155	1.997252	200.763974	326.308000	2450394.072081	8.455181
2450433.500000	0.023497	0.813670	1.998235	200.759592	326.323914	2450436.641388	8.454577
2450436.500000	0.023650	0.814904	1.998441	200.729606	326.353989	2450436.640973	8.372984
2450437.500000	0.019405	0.776659	1.963601	197.818544	325.467287	2450436.612639	11.265485
2450441.500000	0.019383	0.776413	1.962383	197.812426	325.454694	2450436.612469	11.284696
2450461.500000	0.019386	0.776954	1.963254	197.822144	325.462770	2450468.520645	11.282125
2450468.500000	0.019724	0.780807	1.962444	197.740733	325.464061	2450468.519636	10.992925
2450469.500000	0.019365	0.776780	1.961005	197.493836	325.445681	2450468.517510	11.300405
2450486.500000	0.019373	0.777232	1.975675	197.366351	325.621182	2450500.408560	11.293019
2450492.500000	0.019378	0.777391	1.975541	197.358299	325.610100	2450500.400527	11.289276
2450499.500000	0.019396	0.777707	1.975517	197.355017	325.610389	2450500.400102	11.273353
2450500.500000	0.023630	0.815566	1.501933	190.760903	328.380205	2450500.371724	8.383564
2450503.500000	0.023473	0.814641	1.499042	190.486945	328.569539	2450500.371193	8.467373
2450521.500000	0.023482	0.815146	1.533047	190.277963	328.803674	2450500.387289	8.462906
2450536.500000	0.023489	0.813993	1.882146	188.375757	330.753249	2450542.960983	8.459102
2450543.500000	0.022915	0.809710	1.886818	188.758921	330.723866	2450542.961583	8.778667
2450544.500000	0.020280	0.790774	2.510630	143.244749	13.382197	2450542.942465	10.543930
2450568.500000	0.020257	0.790945	2.516066	143.327088	13.280986	2450577.028079	10.562134
2450575.500000	0.019973	0.790697	2.818462	141.320045	15.915135	2450577.026355	10.787957
2450576.500000	0.026222	0.830970	2.318930	163.045835	348.144224	2450576.987926	7.171756
2450617.500000	0.026144	0.831178	2.324601	163.222107	348.085394	2450627.033180	7.203700
2450624.500000	0.026160	0.831491	2.323943	163.251561	348.065465	2450627.030244	7.197265
2450625.500000	0.037927	0.863870	2.189796	157.530091	344.004738	2450626.992481	4.122821
2450701.500000	0.036672	0.860418	2.193549	158.210328	343.973096	2450710.435149	4.336249
2450708.500000	0.038275	0.867867	2.190503	158.562547	343.871957	2450710.421226	4.066735
2450709.500000	0.025844	0.830430	1.977857	176.582854	335.031051	2450710.465992	7.329692
2450752.500000	0.025799	0.832421	1.763660	176.921431	334.824533	2450759.517197	7.348751
